inputs,target
I've never heard of that. I'll have to look it up. I love cookies. @ That sounds delicious. I'm going to have to try it sometime. What else do you like to eat?,"They're really good. They're made with oats, sugar, butter, and cocoa powder."
"They're really good. They're made with oats, sugar, butter, and cocoa powder. @ Cookies are one of my favorite things to eat. I like chocolate chip cookies the best.",That sounds delicious. I'm going to have to try it sometime. What else do you like to eat?
"I love it! It's a great way to get out of the house and get some fresh air. @ I use a fly rod, reel, line, hooks, and bait.",I'll have to give it a try sometime. What kind of bait do you use?
I'll have to give it a try sometime. What kind of bait do you use? @ That sounds like it would be a lot of fun. Do you go fishing a lot?,"I use a fly rod, reel, line, hooks, and bait."
"That sounds like it would be a lot of fun. Do you go fishing a lot? @ I've never been fishing, but I've always wanted to try it. I've heard it's very relaxing.","Not as much as I'd like, but it's a good way to spend some time outdoors."
"Not as much as I'd like, but it's a good way to spend some time outdoors. @ It can be, especially if you have a good fishing rod and reel set up.","I've never been fishing, but I've always wanted to try it. I've heard it's very relaxing."
"It can be, especially if you have a good fishing rod and reel set up. @ You should, it's a great way to spend time with friends and relieve stress.",That sounds like a lot of fun. I'll have to give it a try sometime.
"I do. I like a lot of different kinds of music. What kind of music do you like? @ I like all kinds, but my favorite band is the Beatles. What about you?","I like all types of music, but my favorite genre is rock. What about you?"
"I like all types of music, but my favorite genre is rock. What about you? @ I don't really have a favorite, but I do like some of John Lennon's songs.","I like all kinds, but my favorite band is the Beatles. What about you?"
"I like all kinds, but my favorite band is the Beatles. What about you? @ I really like his song ""Love Me Do"" which was released in 1962.","I don't really have a favorite, but I do like some of John Lennon's songs."
"I don't really have a favorite, but I do like some of John Lennon's songs. @ That's a good one. I also really like ""Hey Jude"" and ""Beatlemania"".","I really like his song ""Love Me Do"" which was released in 1962."
"I really like his song ""Love Me Do"" which was released in 1962. @ The Beatles are one of my favorite bands. They were formed in Liverpool in 1960.","That's a good one. I also really like ""Hey Jude"" and ""Beatlemania""."
"That's a good one. I also really like ""Hey Jude"" and ""Beatlemania"". @ Yes, they are a great English rock band. They have so many great songs. Do you have a favorite?",The Beatles are one of my favorite bands. They were formed in Liverpool in 1960.
"The Beatles are one of my favorite bands. They were formed in Liverpool in 1960. @ I really like their first album ""Love Me Do"" which was released in 1962.","Yes, they are a great English rock band. They have so many great songs. Do you have a favorite?"
"Yes, they are a great English rock band. They have so many great songs. Do you have a favorite? @ I like that one too. I also like their second album ""Beatlemania"".","I really like their first album ""Love Me Do"" which was released in 1962."
"I love Italian food, especially pasta.  What is your favorite thing to cook? @ I am not much of a baker.  I do enjoy cooking italian dishes though.",I like to bake a lot. I love to experiment with new recipes. What about you?
I like to bake a lot. I love to experiment with new recipes. What about you? @ Do you have a favorite type of pasta? Mine is spaghetti and meatballs.,I am not much of a baker.  I do enjoy cooking italian dishes though.
I am not much of a baker.  I do enjoy cooking italian dishes though. @ I love pasta.  Italian cuisine is one of my favorites.,Do you have a favorite type of pasta? Mine is spaghetti and meatballs.
Do you have a favorite type of pasta? Mine is spaghetti and meatballs. @ Me too! I love all the pasta dishes with tomato sauce and cheese.,I love pasta.  Italian cuisine is one of my favorites.
I love pasta.  Italian cuisine is one of my favorites. @ I do too.  Pasta is so versatile and can be made with so many different ingredients.,Me too! I love all the pasta dishes with tomato sauce and cheese.
"Me too! I love all the pasta dishes with tomato sauce and cheese. @ Yes, and it can be prepared in a variety of ways, such as lasagna, fettuccine alfredo, or spaghetti and meatballs.",I do too.  Pasta is so versatile and can be made with so many different ingredients.
I do too.  Pasta is so versatile and can be made with so many different ingredients. @ That's true.  There are so many varieties of pasta.  It's crazy how long it's been around.,"Yes, and it can be prepared in a variety of ways, such as lasagna, fettuccine alfredo, or spaghetti and meatballs."
"Yes, they can be very scary. I live in the midwest, so I've seen quite a few. @ I have seen a few in my lifetime. They can be scary, but not as bad as a tornado.","I'm in the Midwest as well, but I've never seen one in person."
"I'm in the Midwest as well, but I've never seen one in person. @ I don't like tornadoes at all. They are so scary and unpredictable.","I have seen a few in my lifetime. They can be scary, but not as bad as a tornado."
"I don't like tornadoes at all. They are so scary and unpredictable. @ I don't live in an area that gets them often, but they still scare the crap out of me.","Yes, they can be. I live in the midwest, so I've seen quite a few."
"Yes, they can be. I live in the midwest, so I've seen quite a few. @ That's understandable. They can be very scary, especially if you live in a tornado area.","I don't live in an area that gets them often, but they still scare the crap out of me."
"I'll have to give it a try sometime. Do you like any other beers? @ I do like IPAs, but I don't think I could drink them every day.","I do like other beer, but not as much as I like beer. It's hard to find a good IPA these days."
"Yes, I have two older brothers. We used to fight a lot when we were younger. @ That's good. It's always nice to have a good relationship with your sibling.","I have an older brother as well. We fought a lot, but we grew up together."
I'm sorry to hear that. Did you have to pay a lot of money for it? @ That's good to hear. I'm glad you were able to get it taken care of.,"Yes, but it was worth it to be able to see my friends and family more often."
"Me too. I don't know what I would've done if it had been my own. @ Yes, I was very grateful for that. I would have been so embarrassed.",It's good that you didn't have to pay someone to do it for you.
It's a great show. It's based on a book by Margaret Mitchell. @ It's a romantic drama set in New Orleans. It stars Julia Roberts.,I've never heard of it. I'll have to check it out. What's it about?
"I've never heard of it. I'll have to check it out. What's it about? @ Oh, that sounds interesting. I might have to look into it. Thanks for the recommendation!",It's a romantic drama set in New Orleans. It stars Julia Roberts.
"It's a romantic drama set in New Orleans. It stars Julia Roberts. @ You're welcome! It's on HBO, so if you have cable, it should be on there.","Oh, that sounds interesting. I might have to look into it. Thanks for the recommendation!"
"Oh, that sounds interesting. I might have to look into it. Thanks for the recommendation! @ I do have hbo, I'll have to check it out. I'm always looking for new shows to watch.","You're welcome! It's on HBO, so if you have cable, it should be on there."
"You're welcome! It's on HBO, so if you have cable, it should be on there. @ Yeah, it's a great show. It premiered on April 17, 2011, so it's been around a while.","I do have hbo, I'll have to check it out. I'm always looking for new shows to watch."
"I do have hbo, I'll have to check it out. I'm always looking for new shows to watch. @ Oh wow, that's a long time ago. Do you have any other shows you like to watch?","Yeah, it's a great show. It premiered on April 17, 2011, so it's been around a while."
"Oh wow, that's a long time ago. Do you have any other shows you like to watch? @ I love Game of Thrones. I've been watching it since the beginning of the first season.",I watch a lot of HBO. It's one of my favorite channels. What about you?
"I don't, but I would love to have a cat. I think it would be a lot of work though. @ I like to play video games and go to the movies. What about you? What kind of pets do you have?","Yes, it is. But it is worth it in the end. What do you like to do for fun?"
His name is Roscoe. He is a cockatoo. What kind of birds do you have? @ You should get one. They are great pets. They can be trained to do a variety of things.,"I don't have any at the moment, but I would love to get a parakeet someday."
"Oh, I see. What kind of company do you work for, if you don't mind me asking? @ I'm a freelance graphic designer. It's a lot of work, but I enjoy it.",I work in the marketing department of a large corporation. What do you do for a living?
I work in the marketing department of a large corporation. What do you do for a living? @ I bet it is. I bet you have to be very creative. Do you like it?,"I'm a freelance graphic designer. It's a lot of work, but I enjoy it."
I bet it is. I bet you have to be very creative. Do you like it? @ I can imagine it would be. I'm glad you enjoy it though. I wish I had the creativity to do something like that.,"I do like it. It can be stressful at times, but it's rewarding."
You just have to keep at it and you'll get better at it. What do you like to do in your spare time? @ I love spending time with family as well. I try to spend as much time with them as I can.,I like to spend time with my family. We have a lot of fun together. How about you?
"What did you think of it? I thought the movie was okay, but I didn't expect it to be so bad. @ That's good to hear. I hope you enjoyed the rest of the movie as much as I did.","It was okay. I didn't expect it to be as good as the original, but it wasn't bad."
That's good to hear. I hope you enjoyed the rest of the movie as much as I did. @ I am glad you had a good time. It's always nice to have a good movie.,"I did, it was a lot of fun. I'm glad you enjoyed it as well."
I am glad you had a good time. It's always nice to have a good movie. @ That sounds like a great idea. I hope you enjoy it as much as I enjoyed it.,It really was. I think I'm going to go see it again sometime soon.
"It really was. I think I'm going to go see it again sometime soon. @ I'm sure I will, it's been a while since I've been to the theater.",That sounds like a great idea. I hope you enjoy it as much as I enjoyed it.
That sounds like a great idea. I hope you enjoy it as much as I enjoyed it. @ I haven't been to a theater in a long time. I need to get out more.,"I'm sure I will, it's been a while since I've been to the theater."
"I was, but it was worth it. Surfing is my favorite thing to do. @ It's a lot of fun. You should give it a try. What kind of music do you like?","I've never been surfing, but I would love to try it someday."
"I've never been surfing, but I would love to try it someday. @ I like all kinds of music, but my favorite genre is jazz. What about you?",It's a lot of fun. You should give it a try. What kind of music do you like?
It's a lot of fun. You should give it a try. What kind of music do you like? @ Jazz is a great genre. I like to listen to it while I work out.,"I like all kinds of music, but my favorite genre is jazz. What about you?"
"Jazz is a great genre. I like to listen to it while I work out. @ I used to play the piano when I was younger, but I haven't picked it up in a while.","That's a good one, I like that one too. Do you play any instruments?"
"That's a good one, I like that one too. Do you play any instruments? @ You should pick it up again, it's a great way to express yourself and express yourself.","I used to play the piano when I was younger, but I haven't picked it up in a while."
"You should pick it up again, it's a great way to express yourself and express yourself. @ What kind of music do you like to play? I'm a big fan of jazz.",I think I will. It's been a long time since I've played an instrument.
"I used to live in Philadelphia, but now I'm in Florida. @ I love the beaches, the weather is great, and the people are very friendly.","I've never been to Florida, but I've always wanted to go. What do you like about it?"
That's good to hear. I've heard that Florida has the longest coastline in the contiguous United States. @ It's also the 3rd most densely populated of the 50 United States states.,"Yes it does, it is also the southernmost state in the southeastern region of the U.S."
"Yes it does, it is also the southernmost state in the southeastern region of the U.S. @ That is true, Florida is the third-largest state by area and the eighth-most populous.",It's also the 3rd most densely populated of the 50 United States states.
I love call of duty. I have played it since it was first released in 2001. @ It is a great game. It has sold more than 350 million copies worldwide.,"I used to play it a lot when I was younger, but haven't played it in a while."
"I used to play it a lot when I was younger, but haven't played it in a while. @ Wow, that's a lot of copies. Do you play on Xbox or PlayStation?",It is a great game. It has sold more than 350 million copies worldwide.
It is a great game. It has sold more than 350 million copies worldwide. @ I play on the Playstation 4. It was released in November of 2007.,"Wow, that's a lot of copies. Do you play on Xbox or PlayStation?"
I try to help out as much as I can. It's hard being a grown adult sometimes. @ What do you like to do in your spare time? I like to go for long walks on the beach.,I know what you mean. I'm still trying to figure out what I want to do with my life.
"What do you like to do in your spare time? I like to go for long walks on the beach. @ What are you studying? I love to read, especially fantasy novels. Do you have any favorite authors?",I don't have a lot of free time. I spend most of my time studying.
"No, I haven't. I've heard good things about her though. What's your favorite book of hers? @ I'll have to check it out. I know it's a series of fantasy novels, but I've never read them.",I really like the Harry Potter series. It's one of my favorite books of all time.
Thank you so much! I can't wait to see the sights and the architecture. @ I'm going to try to catch up on some TV shows I haven't seen in a while.,You're welcome! I'm sure you'll have a wonderful time. What are you going to do while you're there?
You're welcome! I'm sure you'll have a wonderful time. What are you going to do while you're there? @ That sounds like a lot of fun! I hope you have a great time. I love going to the movies.,I'm going to try to catch up on some TV shows I haven't seen in a while.
"I'm going to try to catch up on some TV shows I haven't seen in a while. @ I've never been to a theater before, but I'm looking forward to it. What's your favorite movie?",That sounds like a lot of fun! I hope you have a great time. I love going to the movies.
That sounds like a lot of fun! I hope you have a great time. I love going to the movies. @ My favorite movie of all time is The Godfather Part II. Have you seen it?,"I've never been to a theater before, but I'm looking forward to it. What's your favorite movie?"
I like fashion too. I want to be a fashion blogger when I grow up. @ I think so too. It would be fun to talk about all the different styles of fashion.,That would be a cool job to have. I bet you would be able to find a lot of inspiration.
I bet it would be. I would love to read your blog. What kind of fashion do you want to blog about? @ That sounds like a great idea. I bet you would be a great blogger. What else do you like to do?,I would like to write about fashion trends. I think I would be good at it.
That sounds like a great idea. I bet you would be a great blogger. What else do you like to do? @ I read a lot of fashion blogs as well. It's interesting to see what people are up to these days.,"I like to read fashion magazines, blogs, and blogs about fashion. What about you?"
I'm in my early 20s. My mom is in her 50s. Do you have any siblings? @ I like to play video games and watch movies. I also like to go to the movies.,"Yes, I have two older brothers and two younger sisters. What do you like to do for fun?"
"Yes, I have two older brothers and two younger sisters. What do you like to do for fun? @ That sounds like a lot of fun. What kind of movies do you usually like to see?",I like to play video games and watch movies. I also like to go to the movies.
I like to play video games and watch movies. I also like to go to the movies. @ I love action movies and comedies. What about you? Do you have any favorite movies?,That sounds like a lot of fun. What kind of movies do you usually like to see?
That sounds like a lot of fun. What kind of movies do you usually like to see? @ I like action movies as well. My favorite movie of all time is The Godfather Part II.,I love action movies and comedies. What about you? Do you have any favorite movies?
"Not really, I just sit at home and play video games all day. How about you? @ I like RPGs the most, but I also like action and adventure games. What do you play?",Video games are fun. I like to play board games with my friends. What kind of video games do you like?
"I like RPGs the most, but I also like action and adventure games. What do you play? @ I've never played D&D but I've heard a lot about it. Is it a role playing game?",I play a lot of RPG's as well. I'm a big fan of Dungeons and Dragons.
"I play a lot of RPG's as well. I'm a big fan of Dungeons and Dragons. @ Yes, it's a role-playing game where you play as a character in a fictional setting.",I've never played D&D but I've heard a lot about it. Is it a role playing game?
"Yes, I like to play video games. What about you? What do you like to do? @ I like first person shooters, but I also enjoy RPGs and adventure games.",I like playing video games as well. I also like to read. What kind of video games do you play?
I like playing video games as well. I also like to read. What kind of video games do you play? @ Do you have a favorite rpg or adventure game? I'm a big fan of Final Fantasy.,"I like first person shooters, but I also enjoy RPGs and adventure games."
"I like RPG games like Dragon Age and Skyrim. Do you play any of those? @ I've never played it, but I know it's a role playing game where you play as a character in a fictional setting.","I used to play a lot of D&D back in the day, but haven't played it in a while."
"I used to play a lot of D&D back in the day, but haven't played it in a while. @ Yes, it is a role-playing game. It's a lot like Dungeons and Dragons.","I've never played it, but I know it's a role playing game where you play as a character in a fictional setting."
I am glad you are okay.  Did he get hurt?  Did you call 911? @ Thank you.  I am so glad you and your family are safe.  That is a scary situation to be in.,I called 911 but they couldn't do anything about it. I'm glad you're okay too.
I called 911 but they couldn't do anything about it. I'm glad you're okay too. @ Thank you. It was very scary. I was so thankful that the police were able to help us.,Thank you.  I am so glad you and your family are safe.  That is a scary situation to be in.
That is good to hear.  It is always good to have the police on your side. @ I am glad they were there to help you.  I know how scary it can be to be in a situation like that.,"Yes, I was very thankful for the police. I don't know what I would have done without them."
"Yes, I was very thankful for the police. I don't know what I would have done without them. @ Yes, it was very scary. I was so thankful that they were able to help me.",I am glad they were there to help you.  I know how scary it can be to be in a situation like that.
I've never heard of that one. I'll have to check it out. What genre is it? @ I'm sure it will be. Romantic comedies are my favorite genre of movies.,It's a romantic comedy. I'm not sure if it's going to be good or not.
I hope so! I'm really looking forward to it. I've been wanting to see it for a long time. @ Thank you! I hope I do too. It's been a while since I've seen a good romantic comedy.,"I've never seen it, but I've heard it's really good. I hope you enjoy it!"
"I've never seen it, but I've heard it's really good. I hope you enjoy it! @ I'm sure you'll have a great time. Romantic comedies are a lot of fun.",Thank you! I hope I do too. It's been a while since I've seen a good romantic comedy.
I'm sure you'll have a great time. Romantic comedies are a lot of fun. @ I hope you enjoy it as much as I did when I saw it in theaters.,I hope so! I've been wanting to see it for a long time. I'm looking forward to it.
I hope so! I've been wanting to see it for a long time. I'm looking forward to it. @ I think I will. It's been a while since I've seen a good romantic comedy.,I hope you enjoy it as much as I did when I saw it in theaters.
I do! I have a dog and a cat. They're both rescues. What kind of pets do you have? @ That's a lot of animals! Do they get along with each other? I've heard parrots can be difficult to take care of.,"I have two dogs, a cat, and a parrot. I love them all!"
"Yes, they do get along very well. I've had them for about 10 years now. @ I got them from the local humane society. They are very social birds and love to be around people.","Wow, that's a long time! Did you get them from a breeder or a rescue?"
"Wow, that's a long time! Did you get them from a breeder or a rescue? @ That's great! I'm glad you were able to find a good home for them.",I got them from the local humane society. They are very social birds and love to be around people.
I got them from the local humane society. They are very social birds and love to be around people. @ Me too! They are so sweet and playful. I can't wait to take them to the beach!,That's great! I'm glad you were able to find a good home for them.
That's great! I'm glad you were able to find a good home for them. @ That sounds like a lot of fun. I hope you take lots of pictures and post them on social media.,Me too! They are so sweet and playful. I can't wait to take them to the beach!
"That's too bad. Do you have any hobbies that take your mind off of things? @ Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp.","Yes, I love to play video games. What about you? What kind of hobbies do you have?"
"Yes, I love to play video games. What about you? What kind of hobbies do you have? @ I love hiking and camping as well. What is your favorite outdoor activity?","Video games are fun, but I'm more of an outdoorsy person. I like to hike and camp."
That sounds like a lot of fun. What kind of dancing do you like to do? @ That's cool. I like hip hop too. Do you have a favorite rapper?,I like to dance to hip-hop and rhythm and blues music.
"I like to dance to hip-hop and rhythm and blues music. @ I really like Kanye West. He is an American singer, songwriter, and record producer.",That's cool. I like hip hop too. Do you have a favorite rapper?
"I like him too. He was born and raised in Honolulu, Hawaii. @ It is a great place to visit. It is located in the southeastern United States.","That is awesome! I have never been there, but I would love to go one day."
It is a great place to visit. It is located in the southeastern United States. @ It is beautiful.  It is the largest island in the Pacific Ocean.,I will have to check it out. I have always wanted to see the Big Island.
"Tramping is a great way to get out of the city and see the beauty of the countryside. @ I agree, I think it would be a lot of fun to hike the Appalachian National Scenic Trail.",I love tramping!  It's so much fun!  Do you like it?
"I agree, I think it would be a lot of fun to hike the Appalachian National Scenic Trail. @ No, I haven't, but it's on my bucket list. It's the longest hiking-only trail in the world.","I have never done that, but I would love to.  Have you done it before?"
"No, I haven't, but it's on my bucket list. It's the longest hiking-only trail in the world. @ I don't know anyone personally, but there are a lot of hiking trails in the Appalachian National Scenic Trail.",I bet it is.  I have heard it is very long.  Do you know anyone who has hiked it?
I bet it is.  I have heard it is very long.  Do you know anyone who has hiked it? @ I would love to hike it.  It would be a great way to get away from the city.,"I don't know anyone personally, but there are a lot of hiking trails in the Appalachian National Scenic Trail."
"I don't know anyone personally, but there are a lot of hiking trails in the Appalachian National Scenic Trail. @ Yes, it would be. It is the longest hiking-only trail in the world.",I would love to hike it.  It would be a great way to get away from the city.
I am a democrat as well. I support Ronald D. R. Moore. @ I like that he is a self-taught businessman and has been in business since he was a teenager.,"I'm not a big fan of him, but I'm glad you support him. What do you like about him?"
That's a good reason to like him. He was born and raised in New York City. @ That's cool. I know he's a very successful businessman. He's been in the news a lot lately.,"Yes, he was born in Brooklyn and grew up in Manhattan."
"Yes, he was born in Brooklyn and grew up in Manhattan. @ Yes he is, he is a very talented businessman, he has sold over 100 million records worldwide.",That's cool. I know he's a very successful businessman. He's been in the news a lot lately.
"I have never seen it, but I have heard of it.  What is it about? @ That sounds interesting.  I will have to check it out.  Do you have a favorite movie?",It's about a girl who has to go through a lot of trauma in her life.
"It's about a girl who has to go through a lot of trauma in her life. @ I don't have a specific favorite, but it's interesting that it's based on a true story.",That sounds interesting.  I will have to check it out.  Do you have a favorite movie?
That sounds interesting.  I will have to check it out.  Do you have a favorite movie? @ I have never heard of that movie.  What is it about?  Is it good?,"I don't have a specific favorite, but it's interesting that it's based on a true story."
"I don't have a specific favorite, but it's interesting that it's based on a true story. @ It's a romantic comedy starring Julia Roberts. It's pretty good.",I have never heard of that movie.  What is it about?  Is it good?
"It's a romantic comedy starring Julia Roberts. It's pretty good. @ Yes, it's a great comedy. It came out in 1997 and stars Daniel Day-Lewis and Madeleine Stowe.",I will have to check it out.  Romantic comedies are my favorite genre.
"I will have to check it out.  Romantic comedies are my favorite genre. @ I have never seen it, but I have heard of it.  Is it a comedy?","Yes, it's a great comedy. It came out in 1997 and stars Daniel Day-Lewis and Madeleine Stowe."
"Yes, it's a great comedy. It came out in 1997 and stars Daniel Day-Lewis and Madeleine Stowe. @ It's a romantic comedy, but it has a lot of dark humor as well.","I have never seen it, but I have heard of it.  Is it a comedy?"
I love music! I listen to it all the time. What kind of music do you listen to? @ I like a lot of different types of music. My favorite band is Soundgarden. Do you have a favorite band?,"I like all kinds of music, but my favorite genre is rock. What about you?"
"I like all kinds of music, but my favorite genre is rock. What about you? @ I don't have a specific favorite, but I do like some of the older bands like the Beatles.",I like a lot of different types of music. My favorite band is Soundgarden. Do you have a favorite band?
"I don't have a specific favorite, but I do like some of the older bands like the Beatles. @ That's cool, I didn't know that. I know they formed the band in 1962.","I like them too. They were formed in Liverpool, England in 1960."
"I like them too. They were formed in Liverpool, England in 1960. @ Yes, they were a British rock band formed by John Lennon, Paul McCartney, George Harrison, and Ringo Starr.","That's cool, I didn't know that. I know they formed the band in 1962."
"That's cool, I didn't know that. I know they formed the band in 1962. @ Wow, that's a lot of bands. Do you have any favorite songs by them?","Yes, they were a British rock band formed by John Lennon, Paul McCartney, George Harrison, and Ringo Starr."
"Yes, they were a British rock band formed by John Lennon, Paul McCartney, George Harrison, and Ringo Starr. @ I love all of them, but my favorite song of theirs is ""Love Me Do""","Wow, that's a lot of bands. Do you have any favorite songs by them?"
"Wow, that's a lot of bands. Do you have any favorite songs by them? @ Love Me Do is a great song. It was released in 1962 by the Beatles.","I love all of them, but my favorite song of theirs is ""Love Me Do"""
"I will have to check it out. I have been to Lake Tahoe a few times. @ I have not, but I would love to go. It's one of the most visited national parks in the world.",I've never been there.  I hear it's beautiful.  Have you ever been to the Grand Canyon?
"I've heard that it's the world's largest volcano. Have you been there? @ I've never been there either, but I've always wanted to go. I've heard it's one of the most visited national parks in the world.","No, I haven't.  I've been to Yellowstone National Park in Wyoming though."
"Oh, I see. I've never heard of it. I'll have to check it out. @ I'll definitely check that out. Thanks for the recommendation. I'm always looking for new shows to watch.","It's on Netflix, I highly recommend it! It's one of my favorites."
"It's on Netflix, I highly recommend it! It's one of my favorites. @ You're welcome! I hope you like it as much as I do. It's a great show.",I'll definitely check that out. Thanks for the recommendation. I'm always looking for new shows to watch.
I will have to check it out. What else do you like to do in your spare time? @ I love spending time with family as well. I spend most of my free time with them.,I like to spend time with my family. We have a lot of fun together. What about you?
"I like to spend time with my family. We have a lot of fun together. What about you? @ That's great. I wish I could spend more time with mine, but they live so far away.",I love spending time with family as well. I spend most of my free time with them.
"I don't have any kids, but I do watch a lot of crime shows on TV. @ I don't really have a favorite. I just like to watch them for entertainment.",I do too.  I love crime shows.  What is your favorite crime show to watch?
I do too.  I love crime shows.  What is your favorite crime show to watch? @ I've never heard of that one.  Is it a crime show about serial killers?,I don't really have a favorite. I just like to watch them for entertainment.
I've never heard of that one.  Is it a crime show about serial killers? @ I'll have to check it out.  I'm always looking for new shows to watch.,"Yes, it is about a serial killer who murders people. It is on the Syfy channel."
"Yes, it is about a serial killer who murders people. It is on the Syfy channel. @ It is really good. It has been around for a long time. It debuted in 1997.",I'll have to check it out.  I'm always looking for new shows to watch.
It is really good. It has been around for a long time. It debuted in 1997. @ I watch a lot of reality shows. I like to see how people come up with new ideas.,I will have to look into it.  Thanks for the recommendation.  What else do you like to watch?
I will have to look into it.  Thanks for the recommendation.  What else do you like to watch? @ I do too.  Reality shows can be very entertaining.  Do you have a favorite?,I watch a lot of reality shows. I like to see how people come up with new ideas.
It is impressive. What is it that you have done that impressed you so much? @ That's great! What kind of work do you do? Are you happy with your new job?,I have been working really hard at my new job.  I feel like I have accomplished a lot.
"I have been working really hard at my new job.  I feel like I have accomplished a lot. @ I work in a call center.  It pays the bills, but it's not what I want to do for the rest of my life.",That's great! What kind of work do you do? Are you happy with your new job?
That sounds like a lot of fun. I've never been to a larp event before. @ That sounds like it would be really fun. What kind of food do you like to eat?,Larp is a form of live action role playing where the participants dress up as fictional characters.
"Larp is a form of live action role playing where the participants dress up as fictional characters. @ I like all kinds of food, but my favorite is Italian. What about you?",That sounds like it would be really fun. What kind of food do you like to eat?
That sounds like it would be really fun. What kind of food do you like to eat? @ I love italian as well. My favorite is pasta. Do you have a favorite type of pasta?,"I like all kinds of food, but my favorite is Italian. What about you?"
"I like all kinds of food, but my favorite is Italian. What about you? @ I really like fettuccine alfredo. What's your favorite pasta dish?",I love italian as well. My favorite is pasta. Do you have a favorite type of pasta?
I love italian as well. My favorite is pasta. Do you have a favorite type of pasta? @ I really like spaghetti and meatballs. I also like lasagna.,I really like fettuccine alfredo. What's your favorite pasta dish?
I really like fettuccine alfredo. What's your favorite pasta dish? @ Lasagna is one of my favorite Italian dishes. It's one of the most popular foods in the world.,I really like spaghetti and meatballs. I also like lasagna.
"I really like spaghetti and meatballs. I also like lasagna. @ I love italian food, especially pasta with tomato sauce and mozzarella.",Lasagna is one of my favorite Italian dishes. It's one of the most popular foods in the world.
"Lasagna is one of my favorite Italian dishes. It's one of the most popular foods in the world. @ Me too! It's so versatile because you can add vegetables, meats, and condiments to it.","I love italian food, especially pasta with tomato sauce and mozzarella."
"That's cool. I like bitcoin, but I don't know much about it. What do you do for a living? @ That sounds like a good job. Do you like it? I'm currently working in IT as well.",I work in IT. It's a great way to make money if you know what you're doing.
I work as an IT technician for an IT company. What do you do for a living? @ That sounds like an interesting job. How long have you been doing that? Do you enjoy it?,I'm a financial analyst. It's not the most glamorous job in the world but it pays the bills.
"I'm not sure if they won any games, but it was a lot of fun to watch them play. @ I hope they do. I'm a big fan of the Seattle Seahawks.","I agree, it was very entertaining to watch.  I think they will win the Super Bowl this year."
"I agree, it was very entertaining to watch.  I think they will win the Super Bowl this year. @ Seattle is a great team.  They play in the National Football League.",I hope they do. I'm a big fan of the Seattle Seahawks.
"I hope they do. I'm a big fan of the Seattle Seahawks. @ Yes, they are. They are one of the best teams in the AFC Northwest.",Seattle is a great team.  They play in the National Football League.
Seattle is a great team.  They play in the National Football League. @ I agree.  The team has been around since 1961 and has won nine AFC Championships and eight AFC championships.,"Yes, they are. They are one of the best teams in the AFC Northwest."
"Yes, they are. They are one of the best teams in the AFC Northwest. @ Wow, that's a lot. I didn't realize they were that old. They were founded in 1962 as the Seattle Packers.",I agree.  The team has been around since 1961 and has won nine AFC Championships and eight AFC championships.
"Wow, that's a lot. I didn't realize they were that old. They were founded in 1962 as the Seattle Packers. @ Wow, that is a lot of Super Bowl wins. They have also won the most playoff appearances of any team in the history of the National Football League.","Yeah, they have been around for a long time.  They have won seven Super Bowls and have won eight of them."
"Yeah, they have been around for a long time.  They have won seven Super Bowls and have won eight of them. @ I know, they are one of the oldest franchises in the NFL.  The team has been around since 1960.","Wow, that is a lot of Super Bowl wins. They have also won the most playoff appearances of any team in the history of the National Football League."
"That's cool. Do you listen to any other genres of music? I'm a big fan of hip-hop. @ I listen to a lot of hip hop, but I also listen to other types of music as well. What kind of music do you like?","I listen to a little bit of everything, but hip hop is definitely one of my favorites."
"I listen to a little bit of everything, but hip hop is definitely one of my favorites. @ I like all kinds of music, but my favorite genre is rock. What about you?","I listen to a lot of hip hop, but I also listen to other types of music as well. What kind of music do you like?"
"I listen to a lot of hip hop, but I also listen to other types of music as well. What kind of music do you like? @ I like rock too. I also like rap and hip hop. Do you have a favorite artist?","I like all kinds of music, but my favorite genre is rock. What about you?"
"I like all kinds of music, but my favorite genre is rock. What about you? @ I really like Kanye West. He is a great rapper, singer, and songwriter.",I like rock too. I also like rap and hip hop. Do you have a favorite artist?
"I really like Kanye West. He is a great rapper, singer, and songwriter. @ I didn't know that. I know he started rapping when he was in high school.","I like him too. He was born and raised in Honolulu, Hawaii."
"I like him too. He was born and raised in Honolulu, Hawaii. @ Yes, he began rapping at the age of 15. He graduated from high school in 1994.",I didn't know that. I know he started rapping when he was in high school.
"No, I'm not. I don't think I'm ready for that yet. How about you? @ That's good to hear. I hope it works out for you. What kind of music do you play?","I am not ready for it either, but I think I am going to do it anyway."
"I am not ready for it either, but I think I am going to do it anyway. @ I play a little bit of everything. I have been playing guitar since I was a kid.",That's good to hear. I hope it works out for you. What kind of music do you play?
That's good to hear. I hope it works out for you. What kind of music do you play? @ That's awesome. I've always wanted to learn how to play the guitar. How long have you been playing?,I play a little bit of everything. I have been playing guitar since I was a kid.
"That's awesome. I've always wanted to learn how to play the guitar. How long have you been playing? @ Wow, that's a long time. I bet you're really good at it. What kind of music do you play?",I've been playing for about 5 years now. It is a lot of fun and I love it.
"I've been playing for about 5 years now. It is a lot of fun and I love it. @ I play jazz, blues, and folk. I love all kinds of music. Do you play any instruments?","Wow, that's a long time. I bet you're really good at it. What kind of music do you play?"
